Tweet,Offensive
"@loki777 @bjoern_aigudewi @LSVDHamburg @LSVD_SH @LSVDSaar @LSVDKoeln @LSVDNdsHB @LSVD_RLP Die AfD will konkret Sachen zurückdrehen etwa in der Prävention oder beim Antidiskriminierungsgesetz, das ist für uns gefährlich.",OTHER
@_StultaMundi @e_tahirovic @MichaelRoder1 @Suzimiya @Beatrix_vStorch Er hat doch recht. Saudi-Arabien ist das reinste Beispiel für den Islam.,OFFENSE
@FrankBeh Wir können uns das auch nicht erklären. Gibt es vielleicht einen Screenshot davon? /sth,OTHER
"@ThomallaSophia Wie sagt man - Dumm fickt gut...., oder zum Verständnis: Wer Anderen in die Möse beisst ist böse meist.",OFFENSE
Herzliche Einladungen zu unseren Gottesdiensten im Karmel Hannover |LBR| Sonntag 24.12.2017 Heiligabend |LBR| 09.00 Uhr Hl. Messe - 4. Advent |LBR| 17.00 Uhr gesungene 1.Vesper von Weihnachten |LBR| 19.00 Uhr Christmette,OTHER
@ChSascha @hannes_elefant Und Gewalt gegen Verbrecher ist gerechtfertigt?,OTHER
@FrydeWelt Ich empfehle Google. Unterschied zwischen Sondierungverhandlungen und Koalitionsverhandlungen. Sollte helfen 😉 /TN,OTHER
Nach d. furchtbaren Anschlägen . vergangenen Woche hetzt d. Vorsitzende d. Linksfraktion @SWagenknecht wieder einmal gegen Geflüchtete,OTHER
Nach Dr. Axel Stoll: Elektrojude,OFFENSE
"@ericcartmensmum @xXxOPEXOBxXx @HelgeThiessen @MiataMuc Die Allgemeinheit der Frauen zeigt sehr wenig Widerstand gegen die kontinuierliche Dämonisierung von Männern. |LBR| Es sind Opportunisten, die sich aus dem Feminismus das herauspicken, was ihnen gerade passt.",OFFENSE
"@sigmargabriel @DOSB @TeamD Ach du Scheisse, ist der immer noch im Amt?",OFFENSE
"@JotDora Sie ist echt toll. Die neue Lebensfreude die sie ausstrahlt, ist einfach bewundernswert.",OTHER
@BuettnerSDL @Zarah_Zylinder Sie ist nur eine versoffene Opportunistin,OFFENSE
@LupusLotarius @DerBerliiner |LBR| Muschi Offen Zeichen und herein spaziert nach Deutschland.,OFFENSE
und auch heute wieder ein beschissener #Tatort mit drittklassigen Laiendarstellern #ARD nichts für mich!,OFFENSE
@TiloJung @Die_Gruenen @cem_oezdemir Warum kümmern sich alle nur um die Türken? Die Deutsche Botschaft in Manila strotzt vor Menschenverachtung!!!,OFFENSE
So wirst du leben. #Europa in Solidarität A. Gidion+M. Rogg bringen überarbeiteten Kundgebungsentwurf zum Schwerpunktthema ein #ekdsynode,OTHER
"Sexuelle Belästigung? |LBR| Menschen sind sexuelle Wesen. Sexualität ist Spiel und Enttäuschung, Konflikt und Fehleinschätzung. |LBR| Werdet erwachsen!",OTHER
"@BenjyR01 @allesevolution @DerDoktorant ""Race Realists"", die Doktorant mit seiner Frage offensichtlich entlarven will, verwenden den Begriff ""Rasse"" wohl eher im Sinne der biologischen Unterart. |LBR| Es zeugt von ihrer argumentativen und taktischen Schwäche, dass sie am Begriff ""Rasse"" festhalten.",OTHER
"Ursula #Haverbeck wurde gerade vor dem Amtsgericht #Berlin zu sechs Monaten verurteilt, wegen Voksverhetzung. #Antisemitismus",OTHER
"Jetzt gleich @FraktionsNahles von der @spdde bei Phönix live! Wetten die sagt, das ist ein großartiger Erfolg der SPD. Dann schmeiß ich mein Fernseher aus dem Fenster",OTHER
"@tagesspiegel Tsp: ""Rainer Woratschka (..) schreibt hauptsächlich über Sozialpolitik."" Für eine faktenfreie Polemik zur @fdp hatte er aber gerade Zeit 😦",OTHER
@JedemEquality @awillburger Jaja. Die Welt ist schlecht.,OTHER
@mountainman1977 @ZeichenTaten @ThomasMichael71 Weil Öko-Faschisten Dich dazu zwingen. Das wäre eine Möglichkeit.,OFFENSE
Die Mutti ist enttäuscht .Ist abgehört worden.,OFFENSE
"@BenjyR01 @allesevolution @DerDoktorant Dass es speziellen Anpassungen an geographische Gegebenheiten bei Populationen von Menschen gibt, wird auch Doktorant nicht bestreiten. Beispiel Hautfarbe.",OTHER
ich glaube kaum dass die neuen Autos auf die Stimme von #Yvonne #Willicks reagieren diese Gerät haben auch ihren Stolz #servicezeit #wdr,OFFENSE
@FrydeWelt @spdbt @EvaHoegl Die Kanallie hat es so gewollt. Scheiss auf die Politiker im Bundestag. SCHMAROTZER von der SPD verseucht,OFFENSE
"@ComicerKai BILDblog-Text ist allerdings nicht von mir, sondern von Moritz Tschermak.",OTHER
@fr Warum will die @fr eine unabhänige Zeitung sein. Sie steht unter der Kontrolle der @spd.,OFFENSE
Merkels Gerechtigkeit ist überall spürbar!,OTHER
"@fxneumann »Funkel und Licht der Menschen von heute, besonders der Blassen und Dunklen, sind auch Funkel und Licht der Jünger Christi!«",OTHER
"Sagt der Bürgermeister von #Herxheim doch tatsächlich: es gab auch deutsche Opfer, nicht nur jüdische. Deutschland 2018. Am Tag der Entscheidung über den #Antisemitismunsbeauftragten #hitlerglocke @ARDKontraste",OTHER
@Verlierer50 |LBR| Ich liebe Frühlingswetter also laue Temperatur Sonne aber nicht zu warm.,OTHER
"@JunghanelEnrico konkrete Zahlen + Gründe, warum Frankreich grössten Exodus seit WW2 erlebt. Französische Juden @AmadeuAntonio @Schlimmbo2",OTHER
@NPDDirekt |LBR| Raus aus der EU Genau,OTHER
"@Hartes_Geld .einige Gutmenschen werden wohl langsam, gaaaanz langsam wach⁉😵",OTHER
@Harald70199 Genau. Überall Trapo in der DDR.Da kannte man noch keine Angst.,OTHER
@KonseqLiberal Brauchst ne helfende Hand? 😎,OTHER
"Palmer hält sich für den geilsten, dabei ist #Tübingen wie #Münster eine Stadt mit vielen linken Studenten. #maischberger",OFFENSE
"@davidbest95 Dann erläutern Sie das mal grundrechtlich, wie ein Grundrecht über dem anderen stehen kann und was eine Körperverletzung für Sie ist und wann sie strafbar ist.",OTHER
"Religionsfreiheit ist die dümmste aller Freiheiten. De facto ist es ein Sonderrecht, nur weil man an eine bestimmte Art von Unsinn glaubt.",OFFENSE
@krippmarie |LBR| Kann man noch ohne bedenken auf den Berliner Weihnachtsmarkt gehen?,OTHER
"@carlclausewitz1 Ich fürchte, qualifizierte Frauen verirren sich wohl auch kaum zur AfD.",OTHER
"@AynRandism @AliCologne @AkifPirincci 1. Nicht so pauschal. #Familiennachzug würde ja auch säkularen und atheistischen Flüchtlingen zugute kommen und könnte enorm helfen. |LBR| 2. Auch ohne die @maybritillner -Sendung gesehen zu haben, bezweifle ich, dass @AkifPirincci die kritisierte Position korrekt wiedergegeben hat.",OTHER
@APosener Und dank der Einwanderung haben wir hier bald dieselben Verhältnisse. Weltoffen und bunt...,OFFENSE
#TBB u. BKTB werden am 8.März um 14 Uhr am Kotti als Zeichen für mehr Gleichberechtigung der Frauen Rosen an Frauen verteilen,OTHER
@anna_IIna @PeterPa34083139 Ich würde jeden mit Migrantehintergrund rausschmeißen!Und Grenzen todsicher machen!,OFFENSE
@hortarimar Die Länger-hier-Lebenden im Vergleich zu Juden? Sie kleiner geschichtsloser Antisemit. In meiner Heimatstadt waren die Juden vermutlich vor den ersten Christen da.,OFFENSE
@ZeichenTaten @ThomasMichael71 @mountainman1977 Freihandel ist eine Grundlage für Wohlstand. Ansonsten müsste nämlich jeder alles für sich selbst produzieren.,OTHER
Zu Weihnachten eine gute Zigarre Geniessen ....unbeschreiblich!!!!!☺️😁😁,OTHER
Sind meine Tweets zu radikal und polemisch?,OTHER
"@ibikus31 Diese Tierquäler Tiermörder, sollten selber geschächtet werden.",OFFENSE
"@ArminPh @LauHofmann Stimmt, der Kohleausstieg muss schnellstmöglich kommen. Fahrlässig, dass sich vor allem die FDP in den #Jamaika-Sondierungen so massiv dagegen gestemmt hat.",OTHER
Deutsche wehrt euch und kämpft!,OTHER
"@Saefken @jusos Dass stimmt, trotzdem ist es so, das die Große Koalition die Ränder stärkt, das sieht man leider an der #AFD.",OTHER
"Guten Morgen, Ihr Schnuckis 😃",OTHER
"Wusste ich doch, dass dem @MiataMuc das gefällt ☺",OTHER
"@MDRAktuell Hat schon eine Airline oder ein Flughafen verkündet, ""sturmsicher"" werden zu wollen? |LBR| Motto: |LBR| ""Fliegen Sie mit uns durch'n Orkan!""",OTHER
#Merkel du häuchlerin !Trete endlich zurück !!!!,OFFENSE
@KonseqLiberal @PrometheusInst Kapitalismus führt zum Faschismus ☝️,OTHER
ich wette dass die Moderatorin der @aktuelleStunde auch heute wieder eine alte schmoddrige Hose an hat und fettige Haare #WDR,OFFENSE
@Lotus88118558 @Jala_varietas Schon mal was von Homosexualität gehört?,OTHER
"@oadiakosmos @Fjordspringer @AlfredAndPaul @3rd_stone_f_sun @transsimian @gselsbaer @TomBell46959788 @Schnubb36 @KosmosOadia @druzim @DasEbenbild @_Apuleius @karlrahner_sj @veronikusz @LadyLeliana @VJanusch @HELMA__D @ifw_recht @gbs_org Also du bist der Meinung Atheismus stand bei Stalin im Vordergrund und er wollte Analog zum Papst der Führer aller Atheisten werden? Wenn ja, ist das eine Vermutung von dir oder hast du eventuell sogar Belege?",OTHER
"Was mich an Grünen schon immer gestört hat, ist ihr kindlich-naives Bild der Natur: Sie zeichnen eine Welt voller Freude und Harmonie. Dieses Weltbild ist auch in Großstädten weit verbreitet.",OTHER
"Jetzt wird der Entwurf der ""Erklärung zu Christen und Juden als Zeugen der Treue Gottes"" in der #ekdsynode beraten+zur Abstimmung gestellt.",OTHER
@MiataMuc Kommst auf die Bahn an!,OTHER
@cicero_online Darauf kann er ja einen saufen,OTHER
"Ohne die USA sind die Israeliten der Vernichtung geweiht. |LBR| Also fragt euch,wer unsere Freunde sind.",OTHER
@Berivan_Aslan_ Ich gratuliere ganz herzlich liebe @Berivan_Aslan_ 😘,OTHER
Ätzend. Jetzt werden ganze Gruppen stigmatisiert u. kriminalisiert. Muslime u. Flüchtlinge allesamt zu Antisemiten erklärt.,OTHER
"@DokiliGo @SPIEGEL_alles Sozialdemokratischer Selbstmord, obwohl die Ergebnisse annehmbarer sind als erwartet.",OTHER
"@Wahr_Sager So kann man auch die AfD auf Linie. Systemlinge bringen. |LBR| Drum, für mich kommt nur NPD in Frage.",OTHER
"@SpookyMoth @olewahr @BMI_Bund @Hilfetelefon @BMFSFJ Das Hilfetelefon gegen Gewalt gilt nur für diejenigen, die am wenigsten Gewalt erfahren, also nur für Frauen.",OTHER
@SWagenknecht mit 75 % und @DietmarBartsch mit 80 % zu Vorsitzenden der @Linksfraktion gewählt! 👏🏼👏🏼💐💐,OTHER
"@Maybritt illner ,Was für eine verlogene Sendung ...Mit ihren Statisten im Publikum !!!!",OFFENSE
nicht anders erwartet. Moderatorin der @AktuelleStunde wie immer in ihrer #schmoddrigen schwarzen Flatterhose und mit fettigen Haaren #WDR,OFFENSE
#EheFürAlle Gute Nachrichten vom @LSVD_SH: #Standesämter in #SchleHo werden ebenfalls keine #Eheprüfungsgebühren/Umwandlungsgebühren erheben,OTHER
@DaraSasmaz @Aufgehts100 Prüffrage: wie kam es zur Kontrolle Israels über die Westbank und Gaza?,OTHER
"Wenn Wolfgang Schäuble Bundestagspräsident wird, ist das dann schon Inklusion? #bundestag",OFFENSE
Macht die grenzen zu ! Und schiebt alle Asylanten ab ! Dann ist unser Deutschland sicher !!!,OFFENSE
wer die #Grünen wählt weiß nun das sie nach kurzer Zeit alle ihre Programmpunkte sehr schnell über Bord schmeißen,OTHER
@MiataMuc @TeufelsKueche @ericcartmensmum @HelgeThiessen Und ich sehe dabei sogar nackt gut aus!,OTHER
@spdbt Die Nahles ist für mich keine Normalität als Frau,OFFENSE
@Bernd_Quart |LBR| Befürchte ich auch. Israel scheut nicht A.Waffen abzufeuern und die USA stimmt zu.,OTHER
Nach Angaben der Vereinten Nationen (@UN) sind im Zuge des Konflikts im #Jemen bereits mehr als 7.000 Menschen getötet worden.,OTHER
@MDR_SAN @DemokratieMeile |LBR| Und nur 200 wackere aufrechte Deutsche gedenken der Opfer durch die AlliertenMördrtruppe in ihren Bombern.,OFFENSE
Der Umgang zw. ausländ. und dt. Katholiken in unseren Gemeinden kann zu einem Motor für ein zukunftsweisendes Zusammenleben werden.,OTHER
"@jusos Kühnert bricht deutlich in der Argumentation beim Thema Rente ein, Stephan Weil erteilt Kühnert beim Thema Rente die Leviten und muss Behauptungen des Juso Vorsitzenden zurückweisen!",OTHER
"Freiheit, Sicherheit und Demokratie für Europa und Deutschland!",OTHER
@Tom174_ @dwarfplanet @RF_WDA @tollversterker Ich bin Dein größter Fan.,OTHER
@KonseqLiberal @Neodeutscher Preußisches Erbe. Der einst mächtigste Staat im Deutschen Bund.,OTHER
"@JoeHellBack @ThomasMichael71 @alexa_jung60 @Tschonka @dasstimmvieh @Mohrenpost Ich habe die Afd nicht gewählt. Ich finde es aber gut, dass sie im Bundestag sitzt. Welche Rechte habe ich dadurch riskiert?",OTHER
"@Namiimon @CayVL @mountainman1977 @zeitonline Ja dann nenn mir doch die unendlich vielen Geschlechter im Reich der Säugetiere. Und erklär mal, welche biologische Funktion sie erfüllen",OTHER
#Lindner von der #FDP ist nur ein Dummschwätzer ohne Rückgrat,OFFENSE
"@spdbt SPD - bislang hieß das SCHMAROTZER, PÄDOPHILE und DENUNZIANTEN |LBR| Mal schauen ob sich da was ändert. Jedoch mit der Nahles wohl eher nicht",OFFENSE
@krizzy4peace @Alphawelle @ZDFheute Die Rechtsnachfolge war bewusst gewählt um alle Mitglieder mitzunehmen. Sonst hätte man bei Null anfangen müssen. #Wahrheit,OTHER
Laut Völkerrecht:Tod durch den Strang für die Führung Israels.,OFFENSE
@rspctfl @Kischeph @Volker_Beck Nicht sofort. Wir hatten ja bereits ne längere Debatte.,OTHER
"@MonikaHanutko @krippmarie @ChangeGER |LBR| Bei Neuwahl kommt die AfD ganz sicher rein, was gut ist.",OTHER
@MiataMuc Dann wacht er nachts nicht auf ☺,OTHER
@GoeringEckardt Ein schnelles Artensterben der Politiker aus den Altparteien ist vermutlich unausweichlich für die Zukunft unserer Kinder.,OTHER
"@rspctfl @Volker_Beck Man hatte bislang Schiss davor, dass die Mossis wieder mal Stunk machen. Trump ist das egal. Gut so!",OFFENSE
@El_Mocho2 Ich besuche grundsätzlich keine Drittweltländer.,OFFENSE
"@rspctfl @Innenwelttramp @ergroovt @houelle_beck @ThomasMichael71 @ksemann2 @DrKassandraPari Und Du bist so fanatisch, dass Du nicht bereit bist, das Symbol dieser Ideologie abzulegen, selbst wenn Du neutral Fakten lehren sollst.",OFFENSE
"@hemabe Ich finde, man darf über ein Portal, das das Wort „Hobbyhuren“ im Titel trägt, mit dem Wort „Hobbyhuren“ im Titel berichten. Das ist weder Clickbait noch Bild-Niveau.",OTHER
"@npdde Wenn doch bloß genug NPD wählen würden,staat judenunterwanderte AfD.",OFFENSE
"Liebe Freunde, macht die Satrapen lächerlich, prangert sie an,zeigt dem Volk,das sie Besatzerknechte sind!",OFFENSE
"Gegen #FakeNews braucht es kritische Mediennutzung: was ist belegt, wer ist die Quelle? #BTW17 #vt2017",OTHER
schlimm genug dass ich mir wieder mal die Moderatorin mit den fettigen Haaren und der alten schmoddrigen Hose anschauen muss @aktuelleStunde,OFFENSE
"@TobiasM_28 @Tom174_ @Die_Gruenen Niemand, der vor Krieg flüchtet, lässt seine Familie in einem Kriegsgebiet zurück.",OFFENSE
Im verlinkten Zeitungsartikel: auf Anti-Israel-Demo (auf der Jüdisches Blut= also meins fliessen sollte) wurde für IS geworben. @TwitterDE,OTHER
"Wer in der #Schule Respektarbeit verbieten will, der betreibt #Frühschikanierung und gefährdet das #Kindeswohl #vt2017",OTHER
@weblump @AlbertBartenst1 @NeudF @IsraelinGermany völkerrechtliche Rechtsetzungern der UN bedürfen zur Wirksamkeit nicht die Zustimmung Dritter. Und die Angriff(skrieg)e der arabischen Staaten auf Israel waren ein Verstoß gegen die Charta.,OTHER
@FraukePetry was denken sie Über George Soros? Und Freimaurer !!! ????,OTHER
so nun mach dich auch Frau #Kraft #SPD #NRW die Taschen voll politisch war sie ja eine Niete,OFFENSE
"#lanz hats mal wieder nicht gelesen, vielleicht kann lanz auch gar nicht lesen.",OFFENSE
Die Bildzeitung!Die verkommenste Sklavin der USA und vor allem der Ostküste. Setzt das Käppi auf so erkennt man euch.,OFFENSE
@StapelChipsYT @ThomasMichael71 Ich war immerhin beim Bund.,OTHER
@MiataMuc @mountainman1977 @sci_fanboi @Tom174_ @Lenasmileey Ich fand Katzen immer gut.,OTHER
@CSDLeipzig @kathrinott_ @Leipziger_Blatt @Helles_Sachsen Der #LSVD Sachsen ist dabei! ✨#csdleipzig,OTHER
"Liebe Männer, auch wenn Feminismus albern ist; Galanterie (Frauen in den Mantel helfen oder den Stuhl zurecht rücken) ist ebenso albern.",OFFENSE
"@JoeHellBack @ThomasMichael71 @alexa_jung60 @Tschonka @Gwen_Ny_ @dasstimmvieh @Mohrenpost Du tust so, als wäre Religion etwas, was man nicht ablegen könnte. Wenn jemand sagt, dass er Muslim sein, weiß ich schon ne ganze Menge.",OTHER
"@PaulPlotzer Mir ist ein Gauland am Arsch lieber, als eine Nahles an der Fresse",OFFENSE
"Mit 16 Jahren habe ich Für die NPD Material verteilt,bei Schnee und Regen.",OTHER
"Es soll ja mal Zeiten gegeben haben, in denen Linke pro Sex gewesen sind. |LBR| Können wir bitte dahin zurück?",OTHER
"@Melkami7 @faz_donalphonso Christen weden diese Abnormalität schwul nie gutheißen,weil gegen Gott! |LBR| Ehe nue zwischen Mann u, Frau ist normal u. gültig vor Gott!!!",OFFENSE
@MiataMuc @mountainman1977 @Bartzissey Schwule trinken Prosecco. Lern das doch endlich mal!,OTHER
Heute bin ich 49 geworden und glaube immer noch an das Recht u.an die Freiheit.,OTHER
"@Namiimon @CayVL @mountainman1977 @zeitonline Nein, die Wissenschaft differenziert hier nicht. Die einzigen die hier differenzieren, sind Lesbo-Feministen und Queer-Theoretiker.",OFFENSE
@HollsteinM @MatthiasBannas @MonikaHerrmann1 @SZ Besuch ist zumindest ein wichtiger Beitrag im Kampf gegen Antisemitismus. Allein immunisiert er natürlich nicht.,OTHER
die rückgratlosen #Grünen sind sich nicht zu schade für #Jamaika die #AFD verantwortlich zu machen pfui!,OFFENSE
@tagesschau @hubertus_heil Was der Kandidat der Scheinheilgsten Partei Deutschlands so alles verspricht. Wer ist denn Teil der Regierung? #fucktheGroKo,OFFENSE
Stasi De Maziere Redet wieder Scheisse !!! so und zeig mich an !! Herr Stasi Maziere !!!,OFFENSE
@DeutschPI |LBR| Merkel muß weg. Je früher des so besser.,OTHER
"Vorsicht! Jede Frau muss eins wissen: Wenn sie sich auf die Salafisten einlässt und den Weg nach Syrien oder in den Irak geht, dann ist das ein sicherer Pakt mit dem Tod. Es gibt kein zurück mehr!",OTHER
"@faber_christoph @luftspringer Aber immer auf die bösen , bösen Rechten schießen!",OFFENSE
@davidermes Bin ich auch dafür. Man sollte aber auch monatlich unsere Politiker auf ihren Geisteszustand prüfen.,OFFENSE
also mir vergeht jedes Mal das Essen wenn ich die fette Yvonne #Willicks von der #servicezeit sehe #WDR,OFFENSE
"Gastfreundschaft ist der Raum, in dem Menschen sich ändern können. Henri Nouwen",OTHER
"@Georg_Pazderski Das zeigt die Unfähigkeit unserer Regierungspolitiker. Diese Deppen benötigen eine Studie, um zu erfahren, was jeder bereits seit September 2015 weiss! Der Mob von Sozialschmarotzern und fahnenflüchtigen Jammerlappen bedroht unsere Sicherheit akut !!!",OFFENSE
Deutsche steht auf! Nieder mit Friedman und der Ostküste! |LBR| Freiheit für Europa!,OFFENSE
@Simulacron2 @stefanolix @ZDF Die Kopftuchdichte nimmt in meinem Viertel jedenfalls seit Jahren kontinuierlich zu.,OFFENSE
"@JoeyGerlach @PeterPa34083139 Ohne Mauern, Abgrenzung ,keine Sicherheit Herr Papst!",OTHER
wie strunzdumm ist eigentlich der #Innenminister von #NRW er macht es sich sehr einfach. Will uns der Innenminister eigentlich für dumm verkaufen wie wäre es mit mehr Polizei #cdu,OFFENSE
"Überall dort, wo kirchl. Einrichtungen als Arbeitgeber (...) fungieren, ergeben sich Chancen für die berufl. Förderung von #Flüchtlingen.",OTHER
"@bernd471 @mollemopp Die Kirche wacht hier erst auf , wenn hier die ersten Pfarrer mit Messer geköpft werden",OTHER
"@Tevsa Wenn der Staat was produziert, kommst immer was Gutes bei raus. |LBR| Die Geschichte beweist es!",OTHER
@Volker_Herres Und das Sat.1-Frühstücksfernsehen anscheinend auch.,OTHER
@galdregons @Schalupe Drum guckt man son Lügenpresse Müll erst gar nicht!,OFFENSE
"#Bundeswehr sagt, sie sei nicht direkt am US-Luftangriff in #DeirEzZor beteiligt. Dementi sieht anders aus. Seltsamer Anti-Terror-Einsatz!",OTHER
@Verlierer50 |LBR| Warum geht das in Ungarn und anderen EU Staaten. Nur hier einfach nicht?,OTHER
@mhoepflinger |LBR| DIE HUREN DES SYSTEMS SIND NIEMALS DEMOKRATEN GEWESEN.,OFFENSE
"Warum tragen Muslimas Kopftuch? |LBR| Weil sie keinen besten schwulen Freund haben dürfen, der ihnen sagt, wie schlecht ihnen das Teil steht.",OFFENSE
der anscheinend mit wenig Hirn ausgestattete und drittklassige Laiendarsteller @tilSchweiger will Deutschland verlassen. H U R R A UND CIAO,OFFENSE
@LarsWinter_ @clydevpg |LBR| Was hilft Pfefferspray schon gegen eine Masse von Negern/Arabern?,OFFENSE
"@MartinDomig @vertig0nix @Die_Gruenen Also grundsätzlich kann man sagen, dass Moslem sein so ziemlich alle anderen aussticht. |LBR| Moslems sind die größten ideologischen Gegner des Westens, weshalb sie bei Linken unter besonderem Schutz stehen.",OFFENSE
"@oadiakosmos @3rd_stone_f_sun @Schockadin @Schnubb36 @Fjordspringer @gselsbaer @transsimian @AlfredAndPaul @TomBell46959788 @KosmosOadia @druzim @DasEbenbild @_Apuleius @karlrahner_sj @veronikusz @LadyLeliana @VJanusch @HELMA__D @ifw_recht @gbs_org Beachte worum es jeweils ging.Bibelzitate sind geeignet zu zeigen,welche Widersprüche, Grausamkeiten, Lügen und offensichtlichen Ziele das biblische Christentum enthält. Darum ging es hier hin und wieder; um falsche Darstellungen des Christentums, bzw. gezielte Lügen aufzuzeigen.",OTHER
"@ZeichenTaten @ThomasMichael71 @mountainman1977 Und was ist ""gerechter Welthandel""? Brandenburgische Äpfel gegen kongolesischen Reis? Deutsche Autos gegen ägyptische Waffen? Chinesische Kleidung gegen amerikanische Hamburger?",OTHER
"#ekdsynode ""Die Kirchen sind ein Mikrokosmos der großen kulturellen Konflikte"" @ChristianeFlori in ihrem Impulsreferat bei der Synode in Bonn",OTHER
Ein Tag ohne Männerhintern ist ein verlorener Tag.,OTHER
"@petpanther0 Ach ja, das Alte Testament gehört ja auf einmal nicht mehr zu Bibel 😈",OTHER
"Es ist ein Trauerspiel, auf die #SPD ist immer Verlass: #Merkel bekommt ihre #GroKo und bleibt Kanzlerin. So schafft die SPD nur eins auf Dauer: sich selbst ab. |LBR| #Projekt15 #NoGroko #spdbtp18",OTHER
"@MeliDeluxe Schön schaust du aus 🤓,hast deinen Zeigefinger verletzt?",OTHER
@Berlincopa @Hage_W Ideologie und Ressentiment trüben die Urteilskraft bis zur völligen Kenntnisnahmeverweigerung. Kennen wir von 1943ff,OTHER
@mountainman1977 @FrankyB122 @MiataMuc @MartinDomig Niemand wird nach Merkel Deutsche aufnehmen.,OFFENSE
"@FeePatzer Was sie anhatte und was sie getrunken hat, sind durchas relevante Fragen für eine Ermittlungsarbeit.",OTHER
"@emotiontouch @CaptainCalvinCa @ZDFheute @MartinSchulz @KuehniKev Träumen Sie oder sind Sie so naiv, wie soll die SPD bei Neuwahlen an die 34% bekommen, ich tippe eher auf 15% wenn die Unvernunft sich durchsetzen sollte!",OTHER
@pfarrerpohl danke für den Hinweis und Danke auch an die geliebte Autokorrektur ;) #kurhessen,OTHER
@DeutschPI Wann platzt den Schweden -Nordmännern (Vikingern) endlich der Kragen?,OTHER
"@DigiWomenDE @KonstanzeGKiel Beeindruckend : sachlich, vorbereitet, investigativ. Preisverdächtig.",OTHER
@Goldkehlchen Richtig. Ohne Begrenzung geht Garnichts.,OTHER
"@KonseqLiberal Immerhin sagtst Du nicht pauschal ""nein"" :)",OTHER
@stefanolix @IvyandWoe Für Frauenrechte muss man keinen Feminismus haben. Und ich rede vom Feminismus im Westen. Dieser ist ideologisch.,OTHER
"Wussten Sie's? In 1 Jahr unterstütze #UNHCR 709.000 vertriebene Iraker, Rückehrer &amp; Menschen der aufnehmenden Gemeinden in und um Mossul.",OTHER
@ZeichenTaten @ThomasMichael71 @mountainman1977 Und was schlägst Du nun vor?,OTHER
"Das lustige am Feminismus ist ja, dass dieser alle negativen Klischees über Frauen bestätigt ☺",OFFENSE
jetzt riskiert die bildungsferne Vollniete @MartinSchulz auch noch eine dicke Lippe wie lächerlich ist das denn #SPD,OFFENSE
Und der verblödete Deutsche /Regierung und Zustimmer nimmt die Fremden zur Selbstausrottung freiwillig auf.Unfassbar.,OFFENSE
"@Ralf_Stegner Auf dem Weg in die Küche, mir einen Schnaps holen um die sehr schlechten #Sondierungsgespräche runterzuschlucken und zu hoffen das der SPD Parteitag das verhindert. |LBR| @spdde @jusos",OTHER
@Dirk_Thesenvitz @EKDjugend Läuft wieder. 😊 Danke fürs Bescheid sagen!,OTHER
"Schmeisst doch endlich alle Islamisten und Grünen sowie Linke ,Raus aus Deutschland !!!! Schon ist ruhe !!!",OFFENSE
@stefanolix Schon erstaunlich wie unwissend man auch im Zeitalter des Internets sein kann.,OTHER
@MonikaHanutko @krippmarie @ChangeGER |LBR| Dann kommt die AfD oder gar NPD in den Bundestag. Hoffe ich.,OTHER
"@Sakoelabo @Padit1337 @SawsanChebli Nee, eigentlich ist es tragisch, dass sogar Komplimente mittlerweile als respektlos gelten.",OTHER
Die Schweiz ist das Vorbild! Jetzt lasst uns kämpfen!,OTHER
Was haben Asylanten überhaupt an der Tafel zu suchen. Die bekommen doch Vollverpflegung im Asylantenheim?,OFFENSE
"@Helheimer Ja, aber Du bist ja auch schon alt.",OTHER
"Wo sind dir bürgerlichen Kräfte der Union, die gegen die merkelgrüne Barbarei ihre Stimme erheben?",OFFENSE
"@b_schaefers @BischofGebhard @kathkirche Er ist echt (wir haben bei der Pressestelle nachgefragt), die Pressestelle bespielt nach unseren Informationen auch den Account. /fxn",OTHER
@lawyerberlin @AfD Bei den abgefuckten und korrupten Altparteien geht der Arsch auf Grundeis. Die wählen sogar einen Schwarzgeldverbrecher.,OFFENSE
@petpanther0 Was sind die Strafen für Sünder im NT?,OTHER
"Aber seid hart und gnadenlos! Vergesst nie, wofür Ihr steht!",OTHER
Wo sind hier die studierten tollen Rechtsanwälte ???!!!,OTHER
"Die ganze Schöpfung ist die Schönschrift Gottes, und in seiner Schrift gibt es nicht ein sinnloses Zeichen. Ernesto Cardenal",OTHER
@AfD_Bund @peppermind Gauland ok. Aber die Lesbe nee.,OFFENSE
die Moderatorin von #taff präsentiert sich täglich in meinen Augen wie eine Schlampe #ProSieben,OFFENSE
"#Böhmermann ist erbärmlich, zu einer Mohammed Karikatur fehlt ihm der Mut, nur gegen Christen hezten das kann er. #laferlichterluther",OFFENSE
@focusonline |LBR| Verräter an der deutschen Schlagerkultur dieser Depp,OFFENSE
"Respekt an die @fdp und @c_lindner dass sie es 5 Wochen mit den Grünen in einem Raum ausgehalten haben, ohne sich aus dem Fenster zu stürzen.",OTHER
"@RegSprecher Man muss sich noch mehr schämen, wenn man solch eine abgefuckte und heuchlerische Regierung hat !!!",OFFENSE
",,Die Mehrheit will merkel wieder als Kanzlerin sehen ''??!! |LBR| kann doch nicht sein das die Mehrheit so bescheuert ist ????",OFFENSE
Die Knechte der Amis werden ihrer Strafe nicht entgehen!,OFFENSE
